subjectID,platformID,taskID,video_duration,distracting_gazes_count,percentage_of_distracting_gazes,amount_of_seconds_distracted,mean,std,min,25%,50%,75%,max,time_on_task,average_game_error
21,AA,T1,119.93333333333334,121,0.71,85.15266666666666,0.2834887751528627,0.42649949581018454,0.0,0.00053725,0.0023090000000000003,0.86025,0.999237,119.7,116.65661661676107
21,AA,T2,21.966666666666665,24,0.291,6.3923,0.6885036858877086,0.4237466413188572,0.000195,0.059345,0.993344,0.9983280000000001,0.999445,21.966666666666665,66.40682090501019
21,AA,T3,22.333333333333332,32,0.421,9.402333333333333,0.5754071910447761,0.4635145063618934,0.000122,0.00308725,0.9334315,0.99580675,0.999195,22.3,47.46700665324278
21,CP,T1,49.733333333333334,60,0.725,36.056666666666665,0.2721977808310992,0.4227476959992103,5.2e-05,0.0007065,0.0018900000000000002,0.757366,0.999324,49.63333333333333,92.80092020938605
21,CP,T2,8.7,20,0.506,4.4022,0.5026146245210728,0.45368232685677096,0.000476,0.004373,0.465213,0.991992,0.999348,8.7,25.511658969159193
21,CP,T3,28.933333333333334,36,0.559,16.173733333333335,0.4325849550691244,0.4573981539071631,0.000144,0.001466,0.137754,0.98769025,0.999315,28.9,57.9765356594846
21,NO,T0,45.06666666666667,16,0.01,0.45066666666666666,0.9656747211538462,0.08622753672210537,0.401825,0.9825579999999999,0.996185,0.9983204999999999,0.999296,45,22.37667464100455
22,AA,T1,52.13333333333333,68,0.38,19.81066666666667,0.5935947416879795,0.45565849552726423,7e-06,0.00278725,0.923062,0.98383925,0.997385,52.03333333333333,59.47557407188678
22,AA,T2,16.8,20,0.274,4.6032,0.702383498015873,0.4285762744538287,8.6e-05,0.0171225,0.9806755,0.9935775,0.997363,16.766666666666666,31.936625936750264
22,AA,T3,22.166666666666668,22,0.174,3.8569999999999998,0.794403769924812,0.35571843420580257,5e-05,0.798709,0.985082,0.99333,0.997814,22.1,23.160529751639125
22,CP,T1,94.96666666666667,104,0.548,52.04173333333334,0.4390597002457002,0.476916834476795,6.5e-05,0.001071,0.007061,0.986861,0.998693,94.76666666666667,107.5793766928968
22,CP,T2,14.233333333333333,20,0.262,3.729133333333334,0.6940384285714286,0.4045193158262083,0.000437,0.44584599999999996,0.959711,0.9927524999999999,0.998241,14.2,34.12415352751749
22,CP,T3,32.266666666666666,38,0.175,5.646666666666666,0.7807149307851239,0.3565608642466891,0.000232,0.75749975,0.9802,0.993799,0.998328,32.2,41.96202105019863
22,NO,T0,45.13333333333333,18,0.031,1.3991333333333331,0.910887917282127,0.1629051003404265,0.001572,0.93132225,0.9857605,0.99103075,0.996939,45,25.33131022607103
23,AA,T1,100.0,153,0.617,61.7,0.4019401623333333,0.4319039365253312,0.000879,0.017707999999999998,0.11614550000000001,0.96293075,0.998086,99.8,48.88130150292447
23,AA,T2,16.5,22,0.404,6.666,0.5710898141414142,0.43747584494189534,0.003184,0.026718,0.849075,0.979766,0.996266,16.5,32.74516077238866
